MATERIAL;EAN;IMAGEN_GRANDE;MARCA;CARACTERISTICA
721736;7703081442112;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Kiky/1000x1263/Camisa-Mujer-Adulta-Kiky-Rosado-3123-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
721736;7703081442129;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Kiky/1000x1263/Camisa-Mujer-Adulta-Kiky-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
721736;7703081442136;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Kiky/1000x1263/Camisa-Mujer-Adulta-Kiky-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
721736;7703081442143;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Kiky/1000x1263/Camisa-Mujer-Adulta-Kiky-Rosado-3123-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
721736;7703081442150;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Kiky/1000x1263/Camisa-Mujer-Adulta-Kiky-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
721736;7703081442167;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Kiky/1000x1263/Camisa-Mujer-Adulta-Kiky-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
721736;7703081442174;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Kiky/1000x1263/Camisa-Mujer-Adulta-Kiky-Rosado-3123-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
721736;7703081442181;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Kiky/1000x1263/Camisa-Mujer-Adulta-Kiky-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
721914;7703081452845;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Junior_Femenino/CAMISETAS/Lacua_Jr/1000x1263/Camiseta-Junior-Femenino-Lacua-Jr-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
721914;7703081452869;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Junior_Femenino/CAMISETAS/Lacua_Jr/1000x1263/Camiseta-Junior-Femenino-Lacua-Jr-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
721914;7703081452883;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Junior_Femenino/CAMISETAS/Lacua_Jr/1000x1263/Camiseta-Junior-Femenino-Lacua-Jr-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
721914;7703081453040;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Junior_Femenino/CAMISETAS/Lacua_Jr/1000x1263/Camiseta-Junior-Femenino-Lacua-Jr-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
721914;7703081453057;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Junior_Femenino/CAMISETAS/Lacua_Jr/1000x1263/Camiseta-Junior-Femenino-Lacua-Jr-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
721914;7703081453064;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2019/Gef/ES-CO/Imagenes/Junior_Femenino/CAMISETAS/Lacua_Jr/1000x1263/Camiseta-Junior-Femenino-Lacua-Jr-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
601908;7703081479996;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Antonia_Kids/1000x1263/Camiseta-Nina-Antonia-Kids-Rosado-3123-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;TIRAS
601908;7703081480008;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Antonia_Kids/1000x1263/Camiseta-Nina-Antonia-Kids-Rosado-3123-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;TIRAS
601908;7703081480015;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Antonia_Kids/1000x1263/Camiseta-Nina-Antonia-Kids-Rosado-3123-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;TIRAS
601908;7703081480343;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Antonia_Kids/1000x1263/Camiseta-Nina-Antonia-Kids-Rosado-3123-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;TIRAS
601908;7703081480350;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Antonia_Kids/1000x1263/Camiseta-Nina-Antonia-Kids-Rosado-3123-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;TIRAS
700965;7703081480510;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/BERMUDAS/Godi_Kd/1000x1263/Bermuda-Nina-Godi-Kd-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
707705;7703081480565;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480572;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Azul-Cobalto-5757-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480602;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480619;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Azul-Cobalto-5757-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480640;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480657;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Azul-Cobalto-5757-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480688;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480695;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Azul-Cobalto-5757-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480725;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480732;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Azul-Cobalto-5757-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480763;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
707705;7703081480770;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Noelia/1000x1263/Vestido-Nina-Noelia-Azul-Cobalto-5757-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
709442;7703081480800;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081480848;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081480855;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081480893;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081480930;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081480947;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081480985;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081481029;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081481036;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081481074;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081481111;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081481128;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081481166;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Blanco-951-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081481203;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709442;7703081481210;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Endy_Kd_Camiseta/1000x1263/Camiseta-Nina-Endy-Kd-Camiseta-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
720107;7703081481272;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lomego_Kd/1000x1263/Camiseta-Nina-Lomego-Kd-Fucsia-16744-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
720107;7703081481302;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lomego_Kd/1000x1263/Camiseta-Nina-Lomego-Kd-Fucsia-16744-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
720107;7703081481333;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lomego_Kd/1000x1263/Camiseta-Nina-Lomego-Kd-Fucsia-16744-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
720107;7703081481364;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lomego_Kd/1000x1263/Camiseta-Nina-Lomego-Kd-Fucsia-16744-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
720107;7703081481395;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lomego_Kd/1000x1263/Camiseta-Nina-Lomego-Kd-Fucsia-16744-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
720916;7703081481418;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Lirai_Kd/1000x1263/Vestido-Nina-Lirai-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
720916;7703081481456;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Lirai_Kd/1000x1263/Vestido-Nina-Lirai-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
720916;7703081481494;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/VESTIDOS/Lirai_Kd/1000x1263/Vestido-Nina-Lirai-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
701313;7703081485683;https://aatdtkgdoo.cloudimg.io/v7/https://www.galax.co/wcsstore/CrystalCo_CAT_AS/2020/GLX/ES-CO/Imagenes/Junior_Femenino/Medias/Kournikova_X4_Jr/1000x1263/Medias-Junior-Femenino-Kournikova-X4-Jr-Surtido-9907-Frente-Glx.jpg?sharp=1&height=400&width=400;GALAX;ALGODÓN
701313;7703081485690;https://aatdtkgdoo.cloudimg.io/v7/https://www.galax.co/wcsstore/CrystalCo_CAT_AS/2020/GLX/ES-CO/Imagenes/Junior_Femenino/Medias/Kournikova_X4_Jr/1000x1263/Medias-Junior-Femenino-Kournikova-X4-Jr-Surtido-9908-Frente-Glx.jpg?sharp=1&height=400&width=400;GALAX;ALGODÓN
701313;7703081485706;https://aatdtkgdoo.cloudimg.io/v7/https://www.galax.co/wcsstore/CrystalCo_CAT_AS/2020/GLX/ES-CO/Imagenes/Junior_Femenino/Medias/Kournikova_X4_Jr/1000x1263/Medias-Junior-Femenino-Kournikova-X4-Jr-Surtido-9909-Frente-Glx.jpg?sharp=1&height=400&width=400;GALAX;ALGODÓN
703961;7703081487120;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/BERMUDAS/Tamara_2_Bermuda/1000x1263/Bermuda-Mujer-Tamara-2-Bermuda-Azul-Marino-5878-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
703961;7703081487137;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/BERMUDAS/Tamara_2_Bermuda/1000x1263/Bermuda-Mujer-Tamara-2-Bermuda-Azul-Marino-5878-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
703961;7703081487144;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/BERMUDAS/Tamara_2_Bermuda/1000x1263/Bermuda-Mujer-Tamara-2-Bermuda-Azul-Marino-5878-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
703961;7703081487151;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/BERMUDAS/Tamara_2_Bermuda/1000x1263/Bermuda-Mujer-Tamara-2-Bermuda-Azul-Marino-5878-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
703961;7703081487168;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/BERMUDAS/Tamara_2_Bermuda/1000x1263/Bermuda-Mujer-Tamara-2-Bermuda-Azul-Marino-5878-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
703961;7703081487175;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/BERMUDAS/Tamara_2_Bermuda/1000x1263/Bermuda-Mujer-Tamara-2-Bermuda-Azul-Marino-5878-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
716348;7703081493268;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Fidi_Kd/1000x1263/Camisa-Nino-Fidi-Kd-Blanco-952-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA LARGA
716348;7703081493275;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Fidi_Kd/1000x1263/Camisa-Nino-Fidi-Kd-Blanco-952-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA LARGA
