MATERIAL;EAN;IMAGEN_GRANDE;MARCA;CARACTERISTICA
722892;7703081531380;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081531403;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081531427;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537139;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537146;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537153;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537160;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537177;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537184;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
710170;7703081544441;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
710170;7703081544458;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
710170;7703081544465;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
710170;7703081544472;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
710170;7703081544489;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
720478;7703081547190;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Pauli/1000x1263/Camiseta-Mujer-Pauli-Fucsia-16743-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
720478;7703081547220;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Pauli/1000x1263/Camiseta-Mujer-Pauli-Fucsia-16743-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
720478;7703081547251;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Pauli/1000x1263/Camiseta-Mujer-Pauli-Fucsia-16743-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
720478;7703081547282;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Pauli/1000x1263/Camiseta-Mujer-Pauli-Fucsia-16743-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
722055;7703081555577;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722055;7703081555584;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722055;7703081555591;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722055;7703081555607;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722055;7703081555614;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562599;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562605;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562612;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562636;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562643;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562773;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562797;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562803;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562810;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562834;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562841;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562858;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562872;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562889;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562896;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723138;7703081566979;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Loren/1000x1263/Camiseta-Mujer-Loren-Negro-Intenso-799-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA 3/4
723138;7703081566986;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Loren/1000x1263/Camiseta-Mujer-Loren-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA 3/4
723138;7703081567013;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Loren/1000x1263/Camiseta-Mujer-Loren-Negro-Intenso-799-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA 3/4
723138;7703081567020;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Loren/1000x1263/Camiseta-Mujer-Loren-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA 3/4
723138;7703081567051;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Loren/1000x1263/Camiseta-Mujer-Loren-Negro-Intenso-799-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA 3/4
723138;7703081567068;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Loren/1000x1263/Camiseta-Mujer-Loren-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA 3/4
723138;7703081567099;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Loren/1000x1263/Camiseta-Mujer-Loren-Negro-Intenso-799-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA 3/4
723138;7703081567105;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Loren/1000x1263/Camiseta-Mujer-Loren-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA 3/4
723502;7703081578316;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujer_Adulta/CAMISETAS/Liny/1000x1263/Camiseta-Mujer-Adulta-Liny-Negro-Intenso-799-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723502;7703081578323;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujer_Adulta/CAMISETAS/Liny/1000x1263/Camiseta-Mujer-Adulta-Liny-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723502;7703081578330;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujer_Adulta/CAMISETAS/Liny/1000x1263/Camiseta-Mujer-Adulta-Liny-Negro-Intenso-799-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723502;7703081578354;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujer_Adulta/CAMISETAS/Liny/1000x1263/Camiseta-Mujer-Adulta-Liny-Negro-Intenso-799-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723503;7703081578439;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Manu/1000x1263/Camiseta-Mujer-Manu-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA LARGA
723503;7703081578446;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Manu/1000x1263/Camiseta-Mujer-Manu-Habano-8358-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA LARGA
723503;7703081578453;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Manu/1000x1263/Camiseta-Mujer-Manu-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA LARGA
723503;7703081578460;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Manu/1000x1263/Camiseta-Mujer-Manu-Habano-8358-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA LARGA
723503;7703081578477;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Manu/1000x1263/Camiseta-Mujer-Manu-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA LARGA
723503;7703081578484;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Manu/1000x1263/Camiseta-Mujer-Manu-Habano-8358-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA LARGA
710516;7703284319891;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Mujeres/PANTALONES/Lenis/1000x1263/Pantalon-Mujer-Lenis-Negro-Intenso-799-Frente-GEF.jpg?sharp=1&height=400&width=400;GEF;
710516;7703284319921;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Mujeres/PANTALONES/Lenis/1000x1263/Pantalon-Mujer-Lenis-Negro-Intenso-799-Frente-GEF.jpg?sharp=1&height=400&width=400;GEF;
710516;7703284319952;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Mujeres/PANTALONES/Lenis/1000x1263/Pantalon-Mujer-Lenis-Negro-Intenso-799-Frente-GEF.jpg?sharp=1&height=400&width=400;GEF;
710516;7703284319983;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Mujeres/PANTALONES/Lenis/1000x1263/Pantalon-Mujer-Lenis-Negro-Intenso-799-Frente-GEF.jpg?sharp=1&height=400&width=400;GEF;
651439;7703284639159;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/SHORTS/Gabelo_Kids_Indigo/1000x1263/Pantalon-Nina-Gabelo-Kids-Indigo-Azul-indigo-28591-Frente-GEF.jpg?sharp=1&height=400&width=400;GEF;
651439;7703284639173;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/SHORTS/Gabelo_Kids_Indigo/1000x1263/Pantalon-Nina-Gabelo-Kids-Indigo-Azul-indigo-28591-Frente-GEF.jpg?sharp=1&height=400&width=400;GEF;
651439;7703284639197;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/SHORTS/Gabelo_Kids_Indigo/1000x1263/Pantalon-Nina-Gabelo-Kids-Indigo-Azul-indigo-28591-Frente-GEF.jpg?sharp=1&height=400&width=400;GEF;
651439;7703284639210;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/SHORTS/Gabelo_Kids_Indigo/1000x1263/Pantalon-Nina-Gabelo-Kids-Indigo-Azul-indigo-28591-Frente-GEF.jpg?sharp=1&height=400&width=400;GEF;
651439;7703284639234;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/SHORTS/Gabelo_Kids_Indigo/1000x1263/Pantalon-Nina-Gabelo-Kids-Indigo-Azul-indigo-28591-Frente-GEF.jpg?sharp=1&height=400&width=400;GEF;
660152;7703284877278;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/PANTALONES/Jani_Kids_Fondo/1000x1263/Pantalon-Nina-Jani-Kids-Fondo-Gris-7207-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
660152;7703284877285;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/PANTALONES/Jani_Kids_Fondo/1000x1263/Pantalon-Nina-Jani-Kids-Fondo-Gris-7207-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
660152;7703284877292;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/PANTALONES/Jani_Kids_Fondo/1000x1263/Pantalon-Nina-Jani-Kids-Fondo-Gris-7207-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
660152;7703284877308;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/PANTALONES/Jani_Kids_Fondo/1000x1263/Pantalon-Nina-Jani-Kids-Fondo-Gris-7207-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
660152;7703284877315;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/Gef/ES-CO/Imagenes/Kids/Ninas/PANTALONES/Jani_Kids_Fondo/1000x1263/Pantalon-Nina-Jani-Kids-Fondo-Gris-7207-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
